2021-04-07 21:33:48.624 INFO  org.glowroot - Glowroot version: 0.13.5, built 2019-07-23 01:30:08 +0000
2021-04-07 21:33:48.626 INFO  org.glowroot - Java version: 11.0.4 (AdoptOpenJDK / Windows 10)
2021-04-07 21:33:48.627 INFO  org.glowroot - Java args: -javaagent:C:\src\Projeto\glowroot\glowroot.jar -javaagent:C:\Users\lucas\IntelliJ IDEA Community Edition 2020.2.3\lib\idea_rt.jar=61954:C:\Users\lucas\IntelliJ IDEA Community Edition 2020.2.3\bin
2021-04-07 21:33:55.606 INFO  org.glowroot - UI listening on 127.0.0.1:4000 (to access the UI from remote machines, change the bind address to 0.0.0.0, either in the Glowroot UI under Configuration > Web or directly in the admin.json file, and then restart JVM to take effect)
2021-04-07 21:35:00.461 INFO  org.glowroot - Glowroot version: 0.13.5, built 2019-07-23 01:30:08 +0000
2021-04-07 21:35:00.465 INFO  org.glowroot - Java version: 11.0.4 (AdoptOpenJDK / Windows 10)
2021-04-07 21:35:00.466 INFO  org.glowroot - Java args: -javaagent:C:\src\Projeto\glowroot\glowroot.jar -javaagent:C:\Users\lucas\IntelliJ IDEA Community Edition 2020.2.3\lib\idea_rt.jar=64328:C:\Users\lucas\IntelliJ IDEA Community Edition 2020.2.3\bin
2021-04-07 21:35:04.448 INFO  org.glowroot - UI listening on 127.0.0.1:4000 (to access the UI from remote machines, change the bind address to 0.0.0.0, either in the Glowroot UI under Configuration > Web or directly in the admin.json file, and then restart JVM to take effect)
2021-04-07 21:41:07.583 INFO  org.glowroot - Glowroot version: 0.13.5, built 2019-07-23 01:30:08 +0000
2021-04-07 21:41:07.586 INFO  org.glowroot - Java version: 11.0.4 (AdoptOpenJDK / Windows 10)
2021-04-07 21:41:07.587 INFO  org.glowroot - Java args: -javaagent:C:\src\Projeto\glowroot\glowroot.jar -javaagent:C:\Users\lucas\IntelliJ IDEA Community Edition 2020.2.3\lib\idea_rt.jar=64440:C:\Users\lucas\IntelliJ IDEA Community Edition 2020.2.3\bin
2021-04-07 21:41:11.550 INFO  org.glowroot - UI listening on 127.0.0.1:4000 (to access the UI from remote machines, change the bind address to 0.0.0.0, either in the Glowroot UI under Configuration > Web or directly in the admin.json file, and then restart JVM to take effect)
2021-04-07 21:42:53.480 INFO  org.glowroot - Glowroot version: 0.13.5, built 2019-07-23 01:30:08 +0000
2021-04-07 21:42:53.483 INFO  org.glowroot - Java version: 11.0.4 (AdoptOpenJDK / Windows 10)
2021-04-07 21:42:53.484 INFO  org.glowroot - Java args: -javaagent:C:\src\Projeto\glowroot\glowroot.jar -javaagent:C:\Users\lucas\IntelliJ IDEA Community Edition 2020.2.3\lib\idea_rt.jar=64523:C:\Users\lucas\IntelliJ IDEA Community Edition 2020.2.3\bin
2021-04-07 21:42:57.333 INFO  org.glowroot - UI listening on 127.0.0.1:4000 (to access the UI from remote machines, change the bind address to 0.0.0.0, either in the Glowroot UI under Configuration > Web or directly in the admin.json file, and then restart JVM to take effect)
2021-04-07 21:46:02.563 INFO  org.glowroot - Glowroot version: 0.13.5, built 2019-07-23 01:30:08 +0000
2021-04-07 21:46:02.566 INFO  org.glowroot - Java version: 11.0.4 (AdoptOpenJDK / Windows 10)
2021-04-07 21:46:02.567 INFO  org.glowroot - Java args: -javaagent:C:\src\Projeto\glowroot\glowroot.jar -javaagent:C:\Users\lucas\IntelliJ IDEA Community Edition 2020.2.3\lib\idea_rt.jar=64657:C:\Users\lucas\IntelliJ IDEA Community Edition 2020.2.3\bin
2021-04-07 21:46:06.467 INFO  org.glowroot - UI listening on 127.0.0.1:4000 (to access the UI from remote machines, change the bind address to 0.0.0.0, either in the Glowroot UI under Configuration > Web or directly in the admin.json file, and then restart JVM to take effect)
2021-04-07 22:05:08.101 INFO  org.glowroot - Glowroot version: 0.13.5, built 2019-07-23 01:30:08 +0000
2021-04-07 22:05:08.103 INFO  org.glowroot - Java version: 11.0.4 (AdoptOpenJDK / Windows 10)
2021-04-07 22:05:08.104 INFO  org.glowroot - Java args: -javaagent:C:\src\Projeto\glowroot\glowroot.jar -javaagent:C:\Users\lucas\IntelliJ IDEA Community Edition 2020.2.3\lib\idea_rt.jar=50114:C:\Users\lucas\IntelliJ IDEA Community Edition 2020.2.3\bin
2021-04-07 22:05:12.269 INFO  org.glowroot - UI listening on 127.0.0.1:4000 (to access the UI from remote machines, change the bind address to 0.0.0.0, either in the Glowroot UI under Configuration > Web or directly in the admin.json file, and then restart JVM to take effect)
