2021-04-11 08:56:17.938 INFO  org.glowroot - Glowroot version: 0.13.5, built 2019-07-23 01:30:08 +0000
2021-04-11 08:56:17.940 INFO  org.glowroot - Java version: 11.0.4 (AdoptOpenJDK / Windows 10)
2021-04-11 08:56:17.941 INFO  org.glowroot - Java args: -javaagent:C:\src\Projeto\glowroot\glowroot.jar -javaagent:C:\Users\lucas\IntelliJ IDEA Community Edition 2020.2.3\lib\idea_rt.jar=51124:C:\Users\lucas\IntelliJ IDEA Community Edition 2020.2.3\bin
2021-04-11 08:56:22.907 INFO  org.glowroot - UI listening on 127.0.0.1:4000 (to access the UI from remote machines, change the bind address to 0.0.0.0, either in the Glowroot UI under Configuration > Web or directly in the admin.json file, and then restart JVM to take effect)
2021-04-11 08:57:38.630 INFO  org.glowroot - Glowroot version: 0.13.5, built 2019-07-23 01:30:08 +0000
2021-04-11 08:57:38.632 INFO  org.glowroot - Java version: 11.0.4 (AdoptOpenJDK / Windows 10)
2021-04-11 08:57:38.632 INFO  org.glowroot - Java args: -javaagent:C:\src\Projeto\glowroot\glowroot.jar -javaagent:C:\Users\lucas\IntelliJ IDEA Community Edition 2020.2.3\lib\idea_rt.jar=51176:C:\Users\lucas\IntelliJ IDEA Community Edition 2020.2.3\bin
2021-04-11 08:57:45.257 INFO  org.glowroot - UI listening on 127.0.0.1:4000 (to access the UI from remote machines, change the bind address to 0.0.0.0, either in the Glowroot UI under Configuration > Web or directly in the admin.json file, and then restart JVM to take effect)
2021-04-11 10:06:25.692 INFO  org.glowroot - Glowroot version: 0.13.5, built 2019-07-23 01:30:08 +0000
2021-04-11 10:06:25.696 INFO  org.glowroot - Java version: 11.0.4 (AdoptOpenJDK / Windows 10)
2021-04-11 10:06:25.697 INFO  org.glowroot - Java args: -javaagent:C:\src\Projeto\glowroot\glowroot.jar -javaagent:C:\Users\lucas\IntelliJ IDEA Community Edition 2020.2.3\lib\idea_rt.jar=58119:C:\Users\lucas\IntelliJ IDEA Community Edition 2020.2.3\bin
2021-04-11 10:06:32.488 INFO  org.glowroot - UI listening on 127.0.0.1:4000 (to access the UI from remote machines, change the bind address to 0.0.0.0, either in the Glowroot UI under Configuration > Web or directly in the admin.json file, and then restart JVM to take effect)
2021-04-11 10:07:10.452 INFO  org.glowroot - Glowroot version: 0.13.5, built 2019-07-23 01:30:08 +0000
2021-04-11 10:07:10.454 INFO  org.glowroot - Java version: 11.0.4 (AdoptOpenJDK / Windows 10)
2021-04-11 10:07:10.455 INFO  org.glowroot - Java args: -javaagent:C:\src\Projeto\glowroot\glowroot.jar -javaagent:C:\Users\lucas\IntelliJ IDEA Community Edition 2020.2.3\lib\idea_rt.jar=58164:C:\Users\lucas\IntelliJ IDEA Community Edition 2020.2.3\bin
2021-04-11 10:07:16.777 INFO  org.glowroot - UI listening on 127.0.0.1:4000 (to access the UI from remote machines, change the bind address to 0.0.0.0, either in the Glowroot UI under Configuration > Web or directly in the admin.json file, and then restart JVM to take effect)
2021-04-11 10:08:06.757 INFO  org.glowroot - Glowroot version: 0.13.5, built 2019-07-23 01:30:08 +0000
2021-04-11 10:08:06.759 INFO  org.glowroot - Java version: 11.0.4 (AdoptOpenJDK / Windows 10)
2021-04-11 10:08:06.760 INFO  org.glowroot - Java args: -javaagent:C:\src\Projeto\glowroot\glowroot.jar -javaagent:C:\Users\lucas\IntelliJ IDEA Community Edition 2020.2.3\lib\idea_rt.jar=58210:C:\Users\lucas\IntelliJ IDEA Community Edition 2020.2.3\bin
2021-04-11 10:08:13.114 INFO  org.glowroot - UI listening on 127.0.0.1:4000 (to access the UI from remote machines, change the bind address to 0.0.0.0, either in the Glowroot UI under Configuration > Web or directly in the admin.json file, and then restart JVM to take effect)
2021-04-11 10:56:39.227 INFO  org.glowroot - Glowroot version: 0.13.5, built 2019-07-23 01:30:08 +0000
2021-04-11 10:56:39.231 INFO  org.glowroot - Java version: 11.0.4 (AdoptOpenJDK / Windows 10)
2021-04-11 10:56:39.231 INFO  org.glowroot - Java args: -javaagent:C:\src\Projeto\glowroot\glowroot.jar -javaagent:C:\Users\lucas\IntelliJ IDEA Community Edition 2020.2.3\lib\idea_rt.jar=55241:C:\Users\lucas\IntelliJ IDEA Community Edition 2020.2.3\bin
2021-04-11 10:56:45.797 INFO  org.glowroot - UI listening on 127.0.0.1:4000 (to access the UI from remote machines, change the bind address to 0.0.0.0, either in the Glowroot UI under Configuration > Web or directly in the admin.json file, and then restart JVM to take effect)
2021-04-11 10:57:34.918 INFO  org.glowroot - Glowroot version: 0.13.5, built 2019-07-23 01:30:08 +0000
2021-04-11 10:57:34.920 INFO  org.glowroot - Java version: 11.0.4 (AdoptOpenJDK / Windows 10)
2021-04-11 10:57:34.921 INFO  org.glowroot - Java args: -javaagent:C:\src\Projeto\glowroot\glowroot.jar -javaagent:C:\Users\lucas\IntelliJ IDEA Community Edition 2020.2.3\lib\idea_rt.jar=55291:C:\Users\lucas\IntelliJ IDEA Community Edition 2020.2.3\bin
2021-04-11 10:57:41.184 INFO  org.glowroot - UI listening on 127.0.0.1:4000 (to access the UI from remote machines, change the bind address to 0.0.0.0, either in the Glowroot UI under Configuration > Web or directly in the admin.json file, and then restart JVM to take effect)
2021-04-11 11:00:49.287 INFO  org.glowroot - Glowroot version: 0.13.5, built 2019-07-23 01:30:08 +0000
2021-04-11 11:00:49.289 INFO  org.glowroot - Java version: 11.0.4 (AdoptOpenJDK / Windows 10)
2021-04-11 11:00:49.290 INFO  org.glowroot - Java args: -javaagent:C:\src\Projeto\glowroot\glowroot.jar -javaagent:C:\Users\lucas\IntelliJ IDEA Community Edition 2020.2.3\lib\idea_rt.jar=55359:C:\Users\lucas\IntelliJ IDEA Community Edition 2020.2.3\bin
2021-04-11 11:00:55.642 INFO  org.glowroot - UI listening on 127.0.0.1:4000 (to access the UI from remote machines, change the bind address to 0.0.0.0, either in the Glowroot UI under Configuration > Web or directly in the admin.json file, and then restart JVM to take effect)
2021-04-11 11:02:42.309 INFO  org.glowroot - Glowroot version: 0.13.5, built 2019-07-23 01:30:08 +0000
2021-04-11 11:02:42.311 INFO  org.glowroot - Java version: 11.0.4 (AdoptOpenJDK / Windows 10)
2021-04-11 11:02:42.312 INFO  org.glowroot - Java args: -javaagent:C:\src\Projeto\glowroot\glowroot.jar -javaagent:C:\Users\lucas\IntelliJ IDEA Community Edition 2020.2.3\lib\idea_rt.jar=55414:C:\Users\lucas\IntelliJ IDEA Community Edition 2020.2.3\bin
2021-04-11 11:02:48.588 INFO  org.glowroot - UI listening on 127.0.0.1:4000 (to access the UI from remote machines, change the bind address to 0.0.0.0, either in the Glowroot UI under Configuration > Web or directly in the admin.json file, and then restart JVM to take effect)
2021-04-11 11:04:02.834 INFO  org.glowroot - Glowroot version: 0.13.5, built 2019-07-23 01:30:08 +0000
2021-04-11 11:04:02.836 INFO  org.glowroot - Java version: 11.0.4 (AdoptOpenJDK / Windows 10)
2021-04-11 11:04:02.837 INFO  org.glowroot - Java args: -javaagent:C:\src\Projeto\glowroot\glowroot.jar -javaagent:C:\Users\lucas\IntelliJ IDEA Community Edition 2020.2.3\lib\idea_rt.jar=55468:C:\Users\lucas\IntelliJ IDEA Community Edition 2020.2.3\bin
2021-04-11 11:04:09.095 INFO  org.glowroot - UI listening on 127.0.0.1:4000 (to access the UI from remote machines, change the bind address to 0.0.0.0, either in the Glowroot UI under Configuration > Web or directly in the admin.json file, and then restart JVM to take effect)
2021-04-11 11:04:34.378 INFO  org.glowroot - Glowroot version: 0.13.5, built 2019-07-23 01:30:08 +0000
2021-04-11 11:04:34.381 INFO  org.glowroot - Java version: 11.0.4 (AdoptOpenJDK / Windows 10)
2021-04-11 11:04:34.382 INFO  org.glowroot - Java args: -javaagent:C:\src\Projeto\glowroot\glowroot.jar -javaagent:C:\Users\lucas\IntelliJ IDEA Community Edition 2020.2.3\lib\idea_rt.jar=55518:C:\Users\lucas\IntelliJ IDEA Community Edition 2020.2.3\bin
2021-04-11 11:04:40.763 INFO  org.glowroot - UI listening on 127.0.0.1:4000 (to access the UI from remote machines, change the bind address to 0.0.0.0, either in the Glowroot UI under Configuration > Web or directly in the admin.json file, and then restart JVM to take effect)
2021-04-11 16:36:59.190 INFO  org.glowroot - Glowroot version: 0.13.5, built 2019-07-23 01:30:08 +0000
2021-04-11 16:36:59.197 INFO  org.glowroot - Java version: 11.0.4 (AdoptOpenJDK / Windows 10)
2021-04-11 16:36:59.200 INFO  org.glowroot - Java args: -javaagent:C:\src\Projeto\glowroot\glowroot.jar -javaagent:C:\Users\lucas\IntelliJ IDEA Community Edition 2020.2.3\lib\idea_rt.jar=52439:C:\Users\lucas\IntelliJ IDEA Community Edition 2020.2.3\bin
2021-04-11 16:37:09.621 INFO  org.glowroot - UI listening on 127.0.0.1:4000 (to access the UI from remote machines, change the bind address to 0.0.0.0, either in the Glowroot UI under Configuration > Web or directly in the admin.json file, and then restart JVM to take effect)
2021-04-11 16:38:31.768 INFO  org.glowroot - Glowroot version: 0.13.5, built 2019-07-23 01:30:08 +0000
2021-04-11 16:38:31.772 INFO  org.glowroot - Java version: 11.0.4 (AdoptOpenJDK / Windows 10)
2021-04-11 16:38:31.774 INFO  org.glowroot - Java args: -javaagent:C:\src\Projeto\glowroot\glowroot.jar -javaagent:C:\Users\lucas\IntelliJ IDEA Community Edition 2020.2.3\lib\idea_rt.jar=52504:C:\Users\lucas\IntelliJ IDEA Community Edition 2020.2.3\bin
2021-04-11 16:38:38.850 INFO  org.glowroot - UI listening on 127.0.0.1:4000 (to access the UI from remote machines, change the bind address to 0.0.0.0, either in the Glowroot UI under Configuration > Web or directly in the admin.json file, and then restart JVM to take effect)
2021-04-11 17:12:27.348 INFO  org.glowroot - Glowroot version: 0.13.5, built 2019-07-23 01:30:08 +0000
2021-04-11 17:12:27.354 INFO  org.glowroot - Java version: 11.0.4 (AdoptOpenJDK / Windows 10)
2021-04-11 17:12:27.357 INFO  org.glowroot - Java args: -javaagent:C:\src\Projeto\glowroot\glowroot.jar -javaagent:C:\Users\lucas\IntelliJ IDEA Community Edition 2020.2.3\lib\idea_rt.jar=53841:C:\Users\lucas\IntelliJ IDEA Community Edition 2020.2.3\bin
2021-04-11 17:12:34.660 INFO  org.glowroot - UI listening on 127.0.0.1:4000 (to access the UI from remote machines, change the bind address to 0.0.0.0, either in the Glowroot UI under Configuration > Web or directly in the admin.json file, and then restart JVM to take effect)
2021-04-11 17:57:28.032 INFO  org.glowroot - Glowroot version: 0.13.5, built 2019-07-23 01:30:08 +0000
2021-04-11 17:57:28.035 INFO  org.glowroot - Java version: 11.0.4 (AdoptOpenJDK / Windows 10)
2021-04-11 17:57:28.036 INFO  org.glowroot - Java args: -javaagent:C:\src\Projeto\glowroot\glowroot.jar -javaagent:C:\Users\lucas\IntelliJ IDEA Community Edition 2020.2.3\lib\idea_rt.jar=54646:C:\Users\lucas\IntelliJ IDEA Community Edition 2020.2.3\bin
2021-04-11 17:57:34.782 INFO  org.glowroot - UI listening on 127.0.0.1:4000 (to access the UI from remote machines, change the bind address to 0.0.0.0, either in the Glowroot UI under Configuration > Web or directly in the admin.json file, and then restart JVM to take effect)
2021-04-11 18:03:00.666 INFO  org.glowroot - Glowroot version: 0.13.5, built 2019-07-23 01:30:08 +0000
2021-04-11 18:03:00.668 INFO  org.glowroot - Java version: 11.0.4 (AdoptOpenJDK / Windows 10)
2021-04-11 18:03:00.669 INFO  org.glowroot - Java args: -javaagent:C:\src\Projeto\glowroot\glowroot.jar -javaagent:C:\Users\lucas\IntelliJ IDEA Community Edition 2020.2.3\lib\idea_rt.jar=55392:C:\Users\lucas\IntelliJ IDEA Community Edition 2020.2.3\bin
2021-04-11 18:03:07.100 INFO  org.glowroot - UI listening on 127.0.0.1:4000 (to access the UI from remote machines, change the bind address to 0.0.0.0, either in the Glowroot UI under Configuration > Web or directly in the admin.json file, and then restart JVM to take effect)
